1.ID,2.Annotation,3.Chromsome,4.Start,5.End,6.Strand,7.GC,8.Identity,9.z_score,10.SCI,11.tblastx_score,12.polyA_RNAseq_MAX,13.small_RNAseq_SUM,14.small_RNAseq_MAX,15.Array_totalRNA_MAX,16.Array_polyA_MAX,17.Array_nonpolyA_MAX,18.histone_mark_only_clusters
bins_13464744,ancestral_repeat,chr1,184119185,184119319,-,0.266666666666667,58.00,-0.74,0.33,0.555172,0.000114,0,0,0,0,0,no_match
bins_12736629,exon_CCDS,chr1,13201477,13201613,-,0.562043795620438,60.58,0.01,0.42,0.569495,0,0,0,147.681818181818,69.2954545454545,45.8257575757576,no_match
bins_12993625,ancestral_repeat,chr1,65829595,65829741,-,0.306122448979592,56.00,0.04,0.13,0.3875,0,0,0,0,0,0,no_match
bins_499050,exon_CCDS,chr1,104008557,104008666,+,0.336363636363636,80.00,0.11,0.65,0.91875,0.084944,0,0,175.0825,106.72,28.9625,no_match
bins_13699351,three_prime_UTR,chr1,238721263,238721383,-,0.454545454545455,66.12,0.53,0.44,0.539927,1.335459,0,0,111.474137931034,376.163793103448,80.9137931034483,no_match
bins_511443,three_prime_UTR,chr1,107826953,107827099,+,0.394557823129252,91.84,-1.09,0.84,1.15418,0.190298,0,0,123.363636363636,66.9318181818182,122.795454545455,no_match
bins_422803,ancestral_repeat,chr1,88085891,88085971,+,0.271604938271605,47.62,1.18,-0.00,0.396892,0,0,0,0,0,0,no_match
bins_209828,ancestral_repeat,chr1,47444715,47444863,+,0.550335570469799,56.38,-1.65,0.55,0.450514,0.062829,0,0,0,0,0,no_match
bins_39567,three_prime_UTR,chr1,9586519,9586650,+,0.598484848484849,36.50,0.04,0.21,0,0.570554,0,0,148.177419354839,88,62.9677419354839,no_match
bins_13343496,three_prime_UTR,chr1,161381469,161381585,-,0.478632478632479,49.57,-0.79,0.18,0.316724,1.626531,0,0,88.1923076923077,1293.08653846154,320.730769230769,no_match
bins_201760,ncRNA_selected,chr1,45016092,45016160,+,0.478260869565217,76.81,0.66,0.36,0.425726,1.077787,24524.777,310655.726,1259.90789473684,2132.38157894737,466.776315789474,no_match
bins_13128229,exon_CCDS,chr1,93392808,93392953,-,0.363013698630137,93.84,1.25,0.85,0.548806,2.722998,1.428,96.154,1513.04838709677,4666.3064516129,1084.04032258065,no_match
bins_718623,exon_CCDS,chr1,172606759,172606837,+,0.430379746835443,88.61,-1.60,0.70,0.761765,2.717420,0,0,717.819444444444,2141.09722222222,500.472222222222,no_match
bins_13535604,three_prime_UTR,chr1,200830082,200830203,-,0.459016393442623,56.30,0.38,-0.00,0.222025,0.145705,0,0,130,101.401785714286,116.330357142857,no_match
bins_12917185,exon_CCDS,chr1,52764113,52764184,-,0.388888888888889,61.17,0.63,0.27,0.534576,0.860254,0,0,3369.35,2524.85,987.25,no_match
bins_12707702,three_prime_UTR,chr1,6617334,6617442,-,0.660550458715596,45.45,-0.96,0.22,0,3.133992,0,0,258.875,856.451923076923,120.576923076923,no_match
bins_13210606,ancestral_repeat,chr1,110916301,110916447,-,0.36734693877551,49.66,-0.84,0.49,0.400725,0,0,0,0,0,0,no_match
bins_118614,exon_CCDS,chr1,28154849,28154973,+,0.512,80.80,-1.12,0.85,1.07921,1.338004,0,0,123.316666666667,432.7,154.816666666667,no_match
bins_395839,ancestral_repeat,chr1,83284098,83284219,+,0.442622950819672,40.43,-0.71,0.33,0.445214,0,0,0,25.1136363636364,40.2840909090909,19.9772727272727,no_match
bins_781433,ncRNA_3019,chr1,183798974,183799067,+,0.393617021276596,45.71,0.48,0.31,0.444104,0,0,0,88.1847826086957,59.2934782608696,76.8260869565217,no_match
bins_13073101,ancestral_repeat,chr1,82691743,82691882,-,0.4,52.45,-1.37,0.38,0,0,0,0,0,0,0,no_match
bins_438342,ancestral_repeat,chr1,91018297,91018441,+,0.413793103448276,57.53,-0.60,0.41,0.377195,0,0,0,0,0,0,no_match
bins_15393,three_prime_UTR,chr1,3790726,3790869,+,0.472222222222222,38.62,-0.65,0.38,0.336613,0.437951,0.724,7.058,371.867647058824,583.948529411765,101.367647058824,no_match
bins_12696784,exon_CCDS,chr1,3743754,3743890,-,0.437956204379562,62.04,-0.40,0.42,0.615732,0.848519,0,0,1539.125,1160.3046875,320.3515625,no_match
bins_653538,ancestral_repeat,chr1,159847405,159847544,+,0.271428571428571,56.43,0.79,0.27,0.538721,0.017326,0,0,1,1,1,no_match
bins_12752966,three_prime_UTR,chr1,17607069,17607200,-,0.545454545454545,67.15,0.08,0.52,0.603127,10.785393,0,0,2847.87915254237,5561.43355932203,1163.87694915254,no_match
bins_639819,exon_CCDS,chr1,157180258,157180343,+,0.430232558139535,68.60,-0.78,0.68,0.650146,0.156304,0,0,210.204545454545,528.772727272727,86.6590909090909,no_match
bins_13130322,five_prime_UTR,chr1,93919901,93919974,-,0.837837837837838,59.46,2.40,0.34,0.154726,0.278624,0,0,913.985294117647,3535.11764705882,2721.15,no_match
bins_12855755,exon_CCDS,chr1,39808198,39808272,-,0.466666666666667,88.00,-0.51,0.88,0.595455,8.486027,2.779,63.785,2186.5125,4858.6875,907,no_match
bins_863755,ancestral_repeat,chr1,202530336,202530464,+,0.472868217054264,71.32,-0.81,0.63,0.483735,0.081055,0.808,9.854,911.444444444444,340.638888888889,57.3611111111111,no_match
bins_1000117,ancestral_repeat,chr1,233810207,233810349,+,0.335664335664336,56.55,0.58,0.29,0.196286,0.158604,0,0,0,0,0,no_match
bins_23458,three_prime_UTR,chr1,6082466,6082568,+,0.689320388349515,46.09,0.17,0.24,0.420916,3.496002,0,0,2425.26923076923,1412.34615384615,201.403846153846,no_match
bins_590589,three_prime_UTR,chr1,144212908,144213053,+,0.294520547945205,71.23,-1.27,0.46,0.818475,0.550189,0,0,186.636363636364,562.409090909091,123.181818181818,no_match
bins_210170,ancestral_repeat,chr1,47477074,47477147,+,0.459459459459459,52.56,-0.11,0.05,0.325342,0,0,0,0,0,0,no_match
bins_853988,three_prime_UTR,chr1,200816946,200817070,+,0.448,50.38,-1.54,0.45,0.33942,1.426128,0,0,629.43,1965.39,371.19,no_match
bins_230247,five_prime_UTR,chr1,51208201,51208265,+,0.523076923076923,72.73,-0.26,0.12,0,0.483527,0,0,788.611111111111,723.375,225.027777777778,no_match
bins_12938449,three_prime_UTR,chr1,56734121,56734248,-,0.484375,75.38,-1.27,0.57,0.585036,3.767779,0,0,89.2333333333333,8450.46666666667,657.066666666667,no_match
bins_493518,ancestral_repeat,chr1,102220516,102220629,+,0.298245614035088,50.78,-0.02,0.01,0,0,0,0,18.375,57.765625,38.09375,no_match
bins_707723,ancestral_repeat,chr1,170073232,170073377,+,0.458904109589041,59.73,-0.96,0.59,0.462079,0.039364,0,0,0,0,0,no_match
bins_177135,exon_CCDS,chr1,40476203,40476268,+,0.484848484848485,86.96,0.11,0.53,0.560028,0.878509,0,0,1348.44444444444,1117.52777777778,685,no_match
bins_13041423,ancestral_repeat,chr1,76745533,76745676,-,0.277777777777778,48.00,0.69,0.31,0.414583,0,0,0,0,0,0,no_match
bins_13355330,ancestral_repeat,chr1,163265926,163266020,-,0.389473684210526,71.43,1.37,0.41,0.51519,0,0,0,87.875,60.5,53.625,no_match
bins_13453008,ancestral_repeat,chr1,182059929,182060051,-,0.414634146341463,30.37,-1.90,-0.00,0,0.139975,0,0,0,0,0,no_match
bins_520348,ancestral_repeat,chr1,109706120,109706254,+,0.392592592592593,55.88,-0.18,0.42,0.47781,0.067652,0,0,0,0,0,no_match
bins_1026624,ancestral_repeat,chr1,240765339,240765448,+,0.4,55.45,-0.89,0.20,0.250676,0,0,0,43.9545454545455,81.7727272727273,59.2272727272727,no_match
bins_13666500,ancestral_repeat,chr1,228261953,228262076,-,0.346774193548387,48.82,-1.23,0.18,0,0,0,0,47.0147058823529,86.4117647058823,63.3382352941176,no_match
bins_916889,exon_CCDS,chr1,212275668,212275749,+,0.463414634146341,95.12,-0.23,1,0.704373,0.480968,1.271,52.913,80.1190476190476,2278.83333333333,1985.57142857143,no_match
bins_13193640,three_prime_UTR,chr1,107915615,107915692,-,0.423076923076923,80.77,-0.59,0.43,0.591804,0.200660,0,0,311.25,570.2,158.275,no_match
bins_175904,ancestral_repeat,chr1,40133322,40133407,+,0.395348837209302,52.14,0.57,0.07,0.538934,0.071542,0,0,0,0,0,no_match
bins_12862373,five_prime_UTR,chr1,41259128,41259197,-,0.585714285714286,52.00,-0.42,0.23,0,0.212323,0,0,214.145833333333,146.958333333333,207.083333333333,no_match
bins_705523,exon_CCDS,chr1,169443434,169443562,+,0.348837209302326,73.53,-0.54,0.68,0.731674,1.012481,0,0,51.1875,62.5375,28.325,no_match
bins_13143830,ancestral_repeat,chr1,96407180,96407252,-,0.26027397260274,60.27,0.61,0.24,0.336818,0,0,0,13.625,16.6458333333333,18.2291666666667,no_match
bins_642189,ancestral_repeat,chr1,157583288,157583399,+,0.223214285714286,68.07,-0.21,-0.00,0.292346,0,0,0,0,0,0,no_match
bins_71322,exon_CCDS,chr1,17538767,17538906,+,0.55,74.83,-0.69,0.51,0.968863,0.011837,0,0,176.640625,75.34375,59,no_match
bins_809531,three_prime_UTR,chr1,191320700,191320792,+,0.301075268817204,68.69,0.67,0.04,0.422187,0.617979,0,0,750.107142857143,1217.52380952381,1126.65476190476,no_match
bins_13658017,exon_CCDS,chr1,224990861,224990995,-,0.6,66.67,-1.64,0.60,0.647968,1.034860,0,0,906.566666666667,1272.73333333333,839.016666666667,no_match
bins_520989,three_prime_UTR,chr1,109824690,109824812,+,0.51219512195122,66.17,0.23,0.57,0.265982,0.074865,0,0,221.01724137931,201.853448275862,83.2327586206897,no_match
bins_234676,exon_CCDS,chr1,52477164,52477271,+,0.388888888888889,92.59,-0.53,0.65,0.456853,0.463370,0,0,732.403846153846,754.836538461538,381.423076923077,no_match
bins_157507,ancestral_repeat,chr1,36974784,36974892,+,0.495412844036697,69.37,-2.72,0.58,0.445438,0,0,0,134.647058823529,37.5294117647059,38.5147058823529,no_match
bins_607666,three_prime_UTR,chr1,149530588,149530703,+,0.560344827586207,64.71,-0.92,0.46,0.511513,1.776661,0,0,544.989583333333,740.822916666667,98.8229166666667,22;0;
bins_13665250,exon_CCDS,chr1,227702108,227702232,-,0.456,74.40,0.48,0.61,0.888441,0.823974,0.834,10.170,1014.75862068966,1282.6724137931,475.663793103448,no_match
bins_13305860,three_prime_UTR,chr1,153196465,153196569,-,0.552380952380952,49.56,-0.01,0.25,0,4.781656,0,0,1637.92391304348,2513.09782608696,306.097826086957,no_match
bins_12743004,ancestral_repeat,chr1,15041704,15041830,-,0.362204724409449,50.39,0.87,0.25,0.494146,0.117617,0,0,65.5138888888889,27.4444444444444,73.625,no_match
bins_13687087,ancestral_repeat,chr1,235374139,235374278,-,0.371428571428571,49.32,0.05,0.48,0.39335,0.025453,0,0,0,0,0,no_match
bins_119796,three_prime_UTR,chr1,28534436,28534551,+,0.422413793103448,48.72,-0.51,0.38,0.492611,0.907430,0,0,94.71,331.14,121.92,no_match
bins_507104,ancestral_repeat,chr1,107284674,107284816,+,0.363636363636364,63.01,-0.81,0.36,0.555467,0,0,0,0,0,0,no_match
bins_12927560,ancestral_repeat,chr1,54733117,54733199,-,0.63855421686747,46.43,-1.10,0.04,0,0,0,0,165.136363636364,149.909090909091,91.1818181818182,no_match
bins_206153,three_prime_UTR,chr1,46601415,46601542,+,0.4609375,66.17,-0.10,0.36,0.507783,0.555481,0,0,670.483333333333,1439.8,366.333333333333,no_match
bins_13697127,ancestral_repeat,chr1,238122780,238122927,-,0.324324324324324,56.76,-1.02,0.34,0.616631,0.016319,0,0,61.6195652173913,34.6304347826087,23.1413043478261,no_match
bins_177565,ancestral_repeat,chr1,40609948,40610076,+,0.395348837209302,65.89,-0.19,0.72,0.405221,0.009666,0,0,0,0,0,no_match
bins_236535,three_prime_UTR,chr1,53060075,53060202,+,0.3828125,70.54,0.15,0.51,0.391267,0.600286,0,0,243.98275862069,803.172413793103,385.965517241379,no_match
bins_428262,ancestral_repeat,chr1,88761473,88761616,+,0.388888888888889,64.83,0.11,0.28,0.468919,0.072612,0,0,0,0,0,no_match
bins_650609,exon_CCDS,chr1,159050017,159050156,+,0.514285714285714,69.01,-0.68,0.39,0.733227,0.280590,0,0,516.909090909091,711.106060606061,89.7424242424242,no_match
bins_13591874,exon_CCDS,chr1,211075932,211076081,-,0.433333333333333,71.33,-0.91,0.59,1.05425,0.083950,0,0,79.6071428571429,82.0357142857143,82.2857142857143,no_match
bins_12890589,exon_CCDS,chr1,47168406,47168487,-,0.536585365853659,79.27,-1.81,0.47,0.649678,0.491711,0,0,144.586805555556,204.173611111111,74.3090277777778,no_match
bins_13001171,ancestral_repeat,chr1,67013220,67013341,-,0.360655737704918,53.28,-0.40,0.26,0.41479,0.053245,0,0,88.3392857142857,22.7321428571429,29.6785714285714,no_match
bins_144051,ancestral_repeat,chr1,34355115,34355253,+,0.323741007194245,37.41,-0.56,-0.00,0,0,0,0,0,0,0,no_match
bins_1041937,ancestral_repeat,chr1,244093839,244093956,+,0.38135593220339,68.29,-0.41,0.42,0.458339,0.049096,0,0,0,0,0,no_match
bins_880040,three_prime_UTR,chr1,205108781,205108858,+,0.153846153846154,67.50,2.19,-0.00,0.348148,0,0,0,25.3055555555556,18.8333333333333,29.8055555555556,no_match
bins_12735587,exon_CCDS,chr1,12599816,12599952,-,0.642335766423358,84.67,1.39,0.67,1.17043,7.058526,0,0,1376.9,2289.70833333333,612.341666666667,no_match
bins_13677979,three_prime_UTR,chr1,232808848,232808934,-,0.425287356321839,60.44,0.03,0.34,0.183653,2.961272,0,0,2397.825,3108.5,1551.8125,no_match
bins_12802369,ncRNA_3019,chr1,29069995,29070058,-,0.609375,55.71,-0.06,0.21,0.522348,0.498360,0,0,0,0,0,no_match
bins_12940658,ncRNA_3019,chr1,57062331,57062416,-,0.465116279069767,78.16,-0.38,0.73,0.593654,0.172821,0,0,42.5192307692308,57.1153846153846,95.0192307692308,no_match
bins_183401,ancestral_repeat,chr1,41704076,41704203,+,0.3671875,54.48,0.22,0.40,0,0.005514,0,0,0,0,0,no_match
bins_14397,three_prime_UTR,chr1,3535490,3535600,+,0.477477477477477,64.66,-2.80,0.33,0.349521,1.866137,0,0,358.442307692308,2852.54807692308,256.923076923077,no_match
bins_12845604,three_prime_UTR,chr1,37954946,37955058,-,0.548672566371681,47.83,-0.40,0.27,0.405603,0.717041,0,0,611.307692307692,1218.76923076923,244.384615384615,no_match
bins_12799177,five_prime_UTR,chr1,27834213,27834336,-,0.725806451612903,69.84,-0.33,0.50,0.514032,0.185128,0,0,271.224137931034,420.206896551724,424.224137931034,no_match
bins_13391887,ancestral_repeat,chr1,170492095,170492228,-,0.26865671641791,55.63,0.15,0.13,0.167176,0.000707,0,0,0,0,0,no_match
bins_13047069,exon_CCDS,chr1,77817797,77817905,-,0.440366972477064,86.24,-0.11,0.47,0.974026,0.499497,0,0,2115.96739130435,1985.73913043478,453.228260869565,no_match
bins_631873,exon_CCDS,chr1,154828217,154828310,+,0.712765957446808,78.72,0.37,0.60,0.793953,8.866325,1.109,13.523,1170.3152173913,4824.27173913043,813.04347826087,no_match
bins_13303136,three_prime_UTR,chr1,152788974,152789069,-,0.5,69.79,-1.94,0.19,0.435592,0.503623,0,0,243.054347826087,598.391304347826,127.119565217391,no_match
bins_732327,three_prime_UTR,chr1,175078412,175078462,+,0.372549019607843,75.00,-0.14,-0.00,0,0.030073,0,0,37.3666666666667,17.2666666666667,80.0333333333333,no_match
bins_80705,exon_CCDS,chr1,19455022,19455154,+,0.56390977443609,94.74,-0.22,0.88,1.08719,4.656416,0,0,596.44696969697,1563.77272727273,439.280303030303,no_match
bins_13320563,ancestral_repeat,chr1,156955855,156955949,-,0.452631578947368,65.26,1.15,0.15,0.332516,0,0,0,75.6911764705882,120.676470588235,164.147058823529,no_match
bins_403117,three_prime_UTR,chr1,84473926,84474037,+,0.321428571428571,78.57,-0.81,0.31,0.748377,0.709880,0,0,66.537037037037,851.87037037037,140.268518518519,no_match
bins_822095,exon_CCDS,chr1,195067494,195067608,+,0.28695652173913,61.74,-0.33,0.12,0.536119,0.066532,0,0,739.360576923077,651.264423076923,98.8846153846154,no_match
bins_566023,three_prime_UTR,chr1,117867764,117867898,+,0.37037037037037,72.46,0.70,0.46,0.336738,0.843865,0,0,895.2421875,1026.3671875,746.3359375,no_match
bins_13710506,three_prime_UTR,chr1,241354874,241355006,-,0.263157894736842,70.71,-1.13,0.39,0.436996,0.577638,0,0,528.578804347826,446.891304347826,105.16847826087,no_match
bins_13652875,three_prime_UTR,chr1,223748743,223748819,-,0.337662337662338,65.43,0.63,0.35,0.247593,0.315553,0,0,16.2368421052632,593.684210526316,117.355263157895,no_match
bins_13016358,exon_CCDS,chr1,71250680,71250764,-,0.364705882352941,84.71,0.17,0.59,0.570181,0.708216,0,0,743.284090909091,604.613636363636,214.590909090909,no_match
bins_12974470,ancestral_repeat,chr1,62029068,62029157,-,0.555555555555556,55.56,-0.06,0.26,0,0.243433,0,0,0,0,0,no_match
bins_12759969,exon_CCDS,chr1,19053467,19053531,-,0.692307692307692,56.92,-0.44,0.28,0,0.014186,0,0,161.638888888889,202.013888888889,78.4444444444444,no_match
bins_12834182,exon_CCDS,chr1,35992016,35992144,-,0.503875968992248,85.27,-1.07,0.72,1.02263,0.698930,0,0,436.983870967742,951.612903225806,221.935483870968,no_match
bins_203861,three_prime_UTR,chr1,45856668,45856747,+,0.4125,67.90,0.34,0.13,0.487482,1.286294,1.303,15.890,201.99,498.74,79.37,no_match
bins_13343861,five_prime_UTR,chr1,161439233,161439375,-,0.454545454545455,75.17,0.58,0.59,0.470933,2.917207,0,0,269.280303030303,847.05303030303,214.05303030303,no_match
bins_530594,ancestral_repeat,chr1,111089012,111089064,+,0.377358490566038,79.25,-3.85,0.84,0.314196,0,0,0,44.5,1,78,no_match
bins_661695,exon_CCDS,chr1,161309965,161310045,+,0.395061728395062,83.95,0.77,0.63,0.682549,1.950086,0,0,116.942307692308,194.211538461538,94.5192307692308,no_match
bins_563117,three_prime_UTR,chr1,117332110,117332247,+,0.528985507246377,61.87,-0.98,0.47,0.446097,1.576938,0,0,419.121212121212,9416.92424242424,2050.18181818182,no_match
bins_1984,exon_CCDS,chr1,973445,973540,+,0.739583333333333,72.92,0.36,0.34,0.536204,2.469859,0,0,1862.33928571429,2639.30357142857,1208.03571428571,no_match
bins_13101465,ancestral_repeat,chr1,87732108,87732194,-,0.344827586206897,58.43,0.68,0.41,0.292658,0,0,0,0,0,0,no_match
bins_2031,three_prime_UTR,chr1,980371,980439,+,0.681159420289855,63.38,-1.30,0.25,0,12.652077,0,0,10392.9736842105,12222.0789473684,2505.94736842105,no_match
bins_12995018,ancestral_repeat,chr1,66135231,66135324,-,0.393617021276596,46.62,-0.73,0.08,0.366795,0,0,0,110.022727272727,85.4772727272727,110,no_match
bins_588849,ancestral_repeat,chr1,143846473,143846587,+,0.365217391304348,55.56,-0.82,0.00,0.323974,0.015041,0,0,0,0,0,no_match
bins_638544,ancestral_repeat,chr1,156866962,156867099,+,0.326086956521739,66.19,-1.03,0.39,0.569572,0.006246,0,0,0,0,0,no_match
bins_413499,ancestral_repeat,chr1,86519067,86519201,+,0.422222222222222,53.69,-2.91,0.39,0,0.001052,0,0,0,0,0,no_match
bins_13621702,ancestral_repeat,chr1,216589997,216590085,-,0.382022471910112,73.03,-0.10,0.18,0.523073,0.061422,0,0,69.5714285714286,175.214285714286,211.452380952381,no_match
bins_12837357,ancestral_repeat,chr1,36726538,36726659,-,0.565573770491803,53.28,0.14,0.28,0,0,0,0,0,0,0,no_match
bins_311663,three_prime_UTR,chr1,65670373,65670483,+,0.369369369369369,47.75,0.75,0.35,0,1.973794,0,0,1828.66666666667,3193.64814814815,1184.2037037037,no_match
bins_173202,exon_CCDS,chr1,39623688,39623822,+,0.496296296296296,86.67,-1.75,0.74,1.03381,1.241030,0,0,4881.03125,4366.546875,3155.15625,no_match
bins_467734,ancestral_repeat,chr1,97372393,97372503,+,0.288288288288288,59.46,0.72,-0.00,0,0.002171,0,0,45.2763157894737,25.9473684210526,36.4473684210526,no_match
bins_12728127,exon_CCDS,chr1,11028121,11028200,-,0.7,60.00,-0.33,0.45,0.761667,0.192463,0,0,203,380.357142857143,129.761904761905,no_match
bins_540916,exon_CCDS,chr1,113040894,113041009,+,0.560344827586207,81.90,-1.99,0.63,0.992674,2.254665,0,0,1809.875,2175.375,461.553571428571,no_match
bins_961085,five_prime_UTR,chr1,221168401,221168458,+,0.586206896551724,57.58,2.11,-0.00,0,0.293281,0,0,282.764705882353,460.323529411765,143.602941176471,no_match
bins_122876,exon_CCDS,chr1,29491033,29491134,+,0.666666666666667,81.37,0.10,0.78,0.825857,0.689435,0,0,149.076923076923,798.307692307692,341.432692307692,no_match
bins_13202832,five_prime_UTR,chr1,109853792,109853894,-,0.815533980582524,70.97,-0.77,0.49,0.758067,0.358694,0,0,715.392857142857,777.214285714286,409.178571428571,no_match
bins_726660,ancestral_repeat,chr1,173935789,173935861,+,0.643835616438356,45.35,-0.48,0.32,0,0.009242,0,0,0,0,0,no_match
bins_13286661,five_prime_UTR,chr1,148800538,148800656,-,0.588235294117647,64.75,-1.37,0.55,0.426255,0.166287,0,0,234.103448275862,225.396551724138,125.5,no_match
bins_594700,ancestral_repeat,chr1,145432568,145432701,+,0.402985074626866,55.22,-0.02,0.26,0,0.006467,0,0,0,0,0,no_match
bins_13230537,three_prime_UTR,chr1,114740538,114740673,-,0.352941176470588,96.32,-0.70,0.96,1.05897,1.635415,0,0,795.198275862069,597.706896551724,496.827586206897,no_match
bins_80925,exon_CCDS,chr1,19527654,19527763,+,0.672727272727273,66.38,0.12,0.49,0.415788,1.128229,0,0,222.055555555556,728.537037037037,198.87037037037,no_match
bins_13552582,exon_CCDS,chr1,203578964,203579113,-,0.6,90.67,0.08,0.83,1.26834,0.345734,0,0,591.157142857143,538.757142857143,224.157142857143,no_match
bins_652542,three_prime_UTR,chr1,159465546,159465637,+,0.597826086956522,76.53,-0.43,0.67,0.42075,0.856752,0,0,275.45652173913,517.45652173913,202.45652173913,no_match
bins_705540,three_prime_UTR,chr1,169445005,169445091,+,0.298850574712644,57.30,0.62,-0.00,0,0.965977,0,0,49.25,118.5125,38.525,no_match
bins_84098,exon_CCDS,chr1,20390102,20390202,+,0.524752475247525,66.34,0.58,0.43,0.764245,1.745199,0,0,218.06,206.36,240.28,no_match
bins_25934,exon_CCDS,chr1,6563570,6563619,+,0.56,84.00,-0.55,0.29,0.430952,1.719743,0,0,728.666666666667,921.233333333333,313.266666666667,no_match
bins_13610558,three_prime_UTR,chr1,214744307,214744429,-,0.32520325203252,86.29,0.69,0.49,0.909723,0.270048,0,0,22.8571428571429,98.2946428571429,31.0714285714286,no_match
